epoch,train_loss,train_acc,val_loss,val_acc,val_iou,test_loss,test_acc,test_iou
1,0.5397783395624444,0.7867607203396884,0.4978461389838471,0.8090495007782585,0.47945261179578935,,,
2,0.458955504633339,0.82194152651097,0.4294916531549612,0.8335507811293772,0.5336182331999154,,,
3,0.4283747648297562,0.8338079075568279,0.41367963462950214,0.8382139319016528,0.5528044297001216,,,
4,0.40936469715162227,0.8412315477966791,0.4147503952028252,0.8361964772341279,0.556687179487655,,,
5,0.39718610358980333,0.8460208361327883,0.38971223155029205,0.8474921577061589,0.5689710605386665,,,
6,0.3876501402924419,0.8495958294321897,0.3810599738430129,0.8507150567096212,0.5749177571343611,,,
7,0.380063199920381,0.852455395483688,0.38299742447057733,0.8499100952751552,0.5761771742034231,,,
8,0.3731759456630516,0.8551885978035305,0.3644968255353068,0.8568185949514034,0.5880878033528838,,,
9,0.3675874356960826,0.8572627263578031,0.35927399162482837,0.8590430082539796,0.5886588086270885,,,
10,0.36121659431415115,0.8597216964239188,0.3508991235094108,0.8627137195451458,0.597944175279846,,,
11,0.35757058015159465,0.861205549579364,0.34699469053815946,0.8642502735725975,0.6037244457654442,,,
12,0.3522497274261336,0.8632634260908888,0.3507788683703766,0.8626578937877308,0.5969269976800515,,,
13,0.3483886441856387,0.8646938621762241,0.3333397768585107,0.8697669666275205,0.6142191670568838,,,
14,0.34398128491322044,0.8663944236845839,0.3342211205261969,0.8688361955725629,0.6121583160390387,,,
15,0.34046550714245194,0.8677231275988191,0.327213516584027,0.8719520342679834,0.6154881732091666,,,
16,0.33739064742807345,0.8688681606247491,0.3409309444926944,0.8658002921243901,0.6066736412292056,,,
17,0.33362046960490965,0.8702426126351941,0.3265725350957143,0.8723028431768003,0.6181654370933335,,,
18,0.33118561033910443,0.8712739718290186,0.31188012541753973,0.8780690370341063,0.6252867374498633,,,
19,0.3282576174486296,0.8723530090844678,0.30345774559753214,0.8820154619782339,0.6222546596764787,,,
20,0.32576942638210626,0.873327147819308,0.31290366868727765,0.8774584969984213,0.6237037862117808,,,
21,0.3227109760855851,0.8744535955044592,0.3193281670745182,0.8746516337036615,0.6212486263610564,,,
22,0.32061545434499916,0.8752609938972081,0.3140265519322143,0.8769314807394276,0.6253438189022164,,,
23,0.31846806698519253,0.8761123932397412,0.2975336347702935,0.8838135338583483,0.6337267468137396,,,
24,0.31597107003917807,0.8770567381334871,0.30099355376402853,0.8823167024393798,0.6293961090736065,,,
25,0.3139689715041709,0.8778395935480774,0.31146213029448694,0.8774216844159153,0.6263178252789884,,,
26,0.3117578708872258,0.8787593313827816,0.29956499652075674,0.8826922616468588,0.6351632046607095,,,
27,0.30918586877701076,0.8796391468274264,0.29786032885902014,0.883070316239308,0.6372880741570263,,,
28,0.3070714718297772,0.8804358927157556,0.29754062094118283,0.8836726388441244,0.6333090295346185,,,
29,0.30577944314821437,0.8809414249163843,0.28473375195806677,0.8887699036730137,0.6433736707285141,,,
30,0.3037638459428261,0.8816756335171786,0.285413190486874,0.8882727717222433,0.6393055095359609,,,
31,0.30135774126519327,0.8824548118199285,0.28938459516631754,0.8864794719831746,0.642694377154379,,,
32,0.3000979867686514,0.8830178735755649,0.2862782749557212,0.8876308320539271,0.6423176178531935,,,
33,0.2986278778288086,0.8836012452016235,0.29475965857388003,0.8839521747332788,0.6416769797444758,,,
34,0.29700407405704143,0.8841995684054529,0.29331695974579913,0.8846288763958475,0.6404850634646049,,,
35,0.29511091332485084,0.8848649202128173,0.27986603097717755,0.8900565196402931,0.6488494991860861,,,
36,0.2936909022361865,0.8854548186652745,0.28192018116769113,0.8891392357264583,0.6494407965284673,,,
37,0.29228111738596746,0.8860195540627943,0.27748035813273175,0.890965133787615,0.6485226386915637,,,
38,0.29108271194187546,0.8863440973485411,0.2718512797544125,0.893853643666143,0.6506030794045711,,,
39,0.2889190925793214,0.8872005421182384,0.2908324866073405,0.8855490100242404,0.6453052092340111,,,
40,0.2881987835593492,0.887467648200838,0.2659080141912336,0.8960345648965345,0.6592161545923721,,,
41,0.286571141302939,0.8880954806512523,0.2707033550786407,0.8939667652718163,0.6544036627957792,,,
42,0.2853897432888685,0.8885298359535428,0.2758212107796914,0.8914826283812994,0.6535168391142522,,,
43,0.2838482072746212,0.8891327145542551,0.2647968250890023,0.8963466915688496,0.6569058844748683,,,
44,0.28306134287341544,0.8894141295210646,0.27644479204072314,0.8915810415396106,0.6546371044572266,,,
45,0.28186863943522156,0.8900005864531626,0.2597460644577332,0.8984136845283357,0.6629423307575345,,,
46,0.280988725115777,0.8902253689973251,0.26238025757281674,0.8972916282683965,0.6599766695960997,,,
47,0.27972771022689674,0.8906773163867091,0.2694682369060196,0.8942367267231697,0.6568321869298279,,,
48,0.27799542124563525,0.8913451145760155,0.2572271366835583,0.8992711470532323,0.6622454651263097,,,
49,0.27732575406493404,0.8915413038532725,0.2615809185879504,0.8973634968633237,0.662784547217166,,,
50,0.27657856977739825,0.8919121059975605,0.26105776196529745,0.8977691439300658,0.6613526087683396,,,
51,0.27551094709118834,0.8923065709502329,0.2627833549213032,0.8966939345650051,0.6591774673495577,,,
52,0.2742989584656337,0.8927323337600165,0.2580276431420104,0.8987869669797393,0.6642890130007446,,,
53,0.2736653411694666,0.8929417067365684,0.2584898788702818,0.8984433803633739,0.664139650465831,,,
54,0.2728857169877517,0.8933383994422882,0.2653897307489229,0.8957179148677781,0.6586393986251621,,,
55,0.27171005420534033,0.8936997854662507,0.2514713444846421,0.9013751561462644,0.6679410450624831,,,
56,0.2707897563034249,0.8939749506622435,0.25293211200138327,0.9007419088612432,0.670069185646767,,,
57,0.2698639527684733,0.8943501725027212,0.2649534455401153,0.8957289518574952,0.661561711541782,,,
58,0.26870977131303825,0.8947655221690303,0.2589596640686744,0.8983729064700161,0.6654280711784134,,,
59,0.2684634205454541,0.8948085750986936,0.2503123375855887,0.9017786470797693,0.6700878287886035,,,
60,0.2675209277099654,0.8951713218990522,0.2519817231848777,0.9010349695861575,0.6702593133821638,,,
61,0.2668462356280079,0.8954998023896349,0.25375719621718634,0.900203229881558,0.6686247181407062,,,
62,0.26614407549350866,0.8957349434200483,0.2628545967839923,0.8969152699346128,0.6619966568894795,,,
63,0.26491747357010137,0.8962709196942596,0.2536719842802866,0.9003062116298751,0.6693523705891624,,,
64,0.26447690764199133,0.8963637351989746,0.25144554665790714,0.901197757645558,0.670467314831496,,,
65,0.2635977091967117,0.8967403423173625,0.25172591922075854,0.9011305556466929,0.6701278776701419,,,
66,0.2634462000058574,0.8968407174815303,0.2563040042995464,0.8994319825304355,0.6685817082778448,,,
67,0.262071677663993,0.8973402260791643,0.2490753186019984,0.9019765665408651,0.6726207406726399,,,
68,0.26199070052814344,0.8972251669691486,0.2476801659632106,0.9026541577968673,0.6755723274593786,,,
69,0.2617339031483698,0.8974162033895259,0.24603541339692392,0.9031862100593657,0.6767481590502173,,,
70,0.2604656709880815,0.8979703616719001,0.2449885762256125,0.9037791316217113,0.6761943908224528,,,
71,0.25997128311853873,0.8980576888374661,0.2496790331696333,0.9018380764444827,0.6719520451648284,,,
72,0.26012428146842204,0.8979898705312856,0.2523286468662292,0.9008078820149418,0.670353130128741,,,
73,0.2594236217571695,0.8982074043967507,0.250064258312755,0.9016790050762915,0.6740090423060426,,,
74,0.2585644393408369,0.8986261823902959,0.24997845153681375,0.9018221768465909,0.6718370021235779,,,
75,0.2582762388976313,0.8986762389835161,0.24640915018649912,0.9032165919367975,0.6740115423800126,,,
76,0.25759714316915383,0.8989377492972513,0.24338988559283758,0.9043657054071841,0.6760693139046677,,,
77,0.2574310192080001,0.8990388896625504,0.245898869374524,0.9033273840139034,0.6749474538130221,,,
78,0.2573902801474328,0.8989801576486218,0.2464136437406182,0.9030840651319904,0.6760201100738344,,,
79,0.25652485471145203,0.8993239214297811,0.2417368281323448,0.904938980524719,0.6762893410061414,,,
80,0.25614325859005976,0.8993963083259673,0.24304567318659998,0.90421691713597,0.6769667055445264,,,
81,0.2554982707802604,0.8997371338101715,0.24395106438355954,0.9040731950239702,0.675076016672119,,,
82,0.2549833772637745,0.8998713644125717,0.24924921712620926,0.9018853982917876,0.6735652311819353,,,
83,0.2551381914129135,0.8998268847408973,0.24340412091360733,0.9042449921016166,0.6767734025032149,,,
84,0.2553358568106833,0.8997618822241018,0.24573855411276044,0.9034793537124814,0.676714640769423,,,
85,0.2546583806926554,0.9000415161193124,0.2438206675318861,0.9040880768666626,0.676540251635847,,,
86,0.2550517449324781,0.8998800304096207,0.24061176931787384,0.9053683299792142,0.6797056734412786,,,
87,0.254347335679729,0.9001168186956715,0.2400117462626088,0.9055182038559744,0.6792239751444127,,,
88,0.2544825724197235,0.9000503592811554,0.24381356321186887,0.9040673448163059,0.6761347774432972,,,
89,0.2537022796514713,0.9003630645661486,0.24272036169593042,0.9045166950451998,0.6794480130234705,,,
90,0.25420103361277946,0.9001769906447339,0.24775199400695416,0.9025136698847231,0.674911206299905,,,
91,0.2538092671322964,0.9003026155615041,0.24470086560654547,0.9037678910809543,0.6772864745914636,,,
92,0.253952267789558,0.9003179535093043,0.24432762114426834,0.9039146136860603,0.6766447836792646,,,
93,0.2536877506070222,0.9004092273033655,0.24370170205006958,0.9041623202237216,0.6778135432721869,,,
94,0.2535735454793151,0.9003953839479227,0.24494007109064359,0.903645964008075,0.6773944832110991,,,
95,0.25328115077151847,0.9005300838485537,0.24432704927539636,0.903870865290344,0.6758562239529748,,,
96,0.2531716543224018,0.9006200892180793,0.23934372917936725,0.9058481525526687,0.6803281638975548,,,
97,0.25308665987325046,0.90063983743841,0.24203015145341397,0.9047675000820236,0.6787946644463331,,,
98,0.2530672850727799,0.9005742204990311,0.24260379335743637,0.9044922839982708,0.6784012990207958,,,
99,0.2532555974592922,0.9005072691695021,0.2411659571964279,0.9051185351586625,0.680119210909106,,,
100,0.252766062310444,0.9007027950211476,0.24586058428636182,0.903306056388282,0.6757981052217389,,,
test,,,,,,0.3629,0.8669,0.6167
